Year Day    Superior   Michigan   Huron    Erie    Ontario  St.Clr  
2015 319    7.48    9.78    9.20   11.80    9.15    9.61
2015 320    7.50    9.78    9.21   11.79    9.17    9.56
2015 321    7.51    9.66    9.19   11.76    9.16    9.58
2015 322    7.44    9.47    9.13   11.67    9.11    9.54
2015 323    7.22    9.25    9.02   11.55    9.03    9.45
2015 324    6.94    9.03    8.88   11.36    8.84    9.19
2015 325    6.66    8.79    8.75   11.17    8.71    8.86
2015 326    6.43    8.54    8.52   10.78    8.52    8.14
2015 327    6.30    8.37    8.33   10.33    8.35    7.59
2015 328    6.15    8.25    8.15    9.98    8.29    7.14
2015 329    5.96    8.13    7.95    9.86    8.28    6.85
2015 330    5.75    7.98    7.78    9.83    8.31    6.72
2015 331    5.66    7.88    7.50    9.72    8.27    6.58
2015 332    5.65    7.81    7.41    9.56    8.13    6.48
2015 333    5.61    7.76    7.38    9.40    8.04    6.39
2015 334    5.62    7.73    7.32    9.30    7.99    6.24
2015 335    5.64    7.69    7.26    9.22    7.95    6.10
2015 336    5.65    7.65    7.23    9.06    7.87    6.02
2015 337    5.69    7.64    7.31    8.89    7.82    6.08
2015 338    5.73    7.66    7.40    8.75    7.81    6.17
2015 339    5.77    7.64    7.43    8.63    7.82    6.21
2015 340    5.72    7.56    7.37    8.52    7.82    6.15
2015 341    5.68    7.49    7.29    8.46    7.78    6.16
2015 342    5.66    7.45    7.26    8.40    7.75    6.23
2015 343    5.65    7.37    7.22    8.37    7.75    6.28
2015 344    5.64    7.31    7.19    8.35    7.74    6.36
2015 345    5.61    7.27    7.17    8.39    7.77    6.51
2015 346    5.59    7.26    7.17    8.42    7.75    6.56
2015 347    5.56    7.24    7.15    8.40    7.75    6.59
2015 348    5.54    7.17    7.10    8.42    7.76    6.70
2015 349    5.42    6.95    6.93    8.36    7.71    6.78
2015 350    5.35    6.79    6.77    8.25    7.63    6.81
2015 351    5.20    6.63    6.61    8.09    7.55    6.78
2015 352    5.01    6.53    6.50    7.82    7.45    6.46
2015 353    4.92    6.46    6.35    7.49    7.35    5.99
2015 354    4.74    6.43    6.35    7.29    7.25    5.68
2015 355    4.68    6.40    6.34    7.38    7.24    5.82
2015 356    4.65    6.36    6.33    7.51    7.24    5.96
2015 357    4.61    6.32    6.31    7.61    7.29    6.14
2015 358    4.50    6.18    6.32    7.59    7.30    6.33
2015 359    4.44    6.08    6.15    7.50    7.19    6.32
2015 360    4.06    5.89    5.99    7.33    7.02    6.24
2015 361    4.04    5.73    5.92    6.94    6.92    6.06
2015 362    4.02    5.58    5.85    6.57    6.78    5.74
2015 363    4.00    5.44    5.73    6.14    6.58    5.25
2015 364    3.97    5.29    5.59    5.79    6.34    4.74
2015 365    3.95    5.22    5.47    5.55    6.14    4.23
2016 001    3.94    5.18    5.35    5.37    5.94    3.80
2016 002    3.92    5.15    5.18    5.24    5.77    3.51
2016 003    3.88    5.10    5.03    5.11    5.64    3.34
2016 004    3.84    4.97    4.84    4.87    5.49    3.14
2016 005    3.83    4.85    4.56    4.70    5.45    2.19
2016 006    3.82    4.80    4.47    4.63    5.44    2.04
2016 007    3.76    4.80    4.38    4.62    5.38    1.69
2016 008    3.75    4.81    4.41    4.63    5.37    2.38
2016 009    3.73    4.78    4.36    4.62    5.35    2.81
2016 010    3.69    4.71    4.34    4.57    5.29    2.86
2016 011    3.56    4.43    4.14    4.46    5.19    2.44
2016 012    3.54    4.33    4.03    4.21    5.05    1.82
2016 013    3.43    4.07    3.80    3.93    4.96    0.85
2016 014    3.37    3.97    3.74    3.66    4.82    0.60
2016 015    3.24    3.98    3.61    3.46    4.68    0.26
2016 016    3.03    3.78    3.19    3.11    4.46    0.72
2016 017    2.82    3.49    2.96    2.81    4.29    0.21
2016 018    2.79    3.36    2.83    2.38    4.07    0.21
2016 019    2.66    3.29    2.79    1.97    3.97    0.22
2016 020    2.50    3.09    2.63    1.80    3.97    0.21
2016 021    2.52    3.03    2.58    1.60    3.87    0.21
2016 022    2.52    2.99    2.49    1.47    3.82    0.21
2016 023    2.51    2.95    2.43    1.45    3.86    0.21
2016 024    2.52    2.93    2.43    1.38    3.85    0.21
2016 025    2.55    3.06    2.55    1.47    3.85    0.24
2016 026    2.54    3.02    2.60    1.41    3.85    0.21
2016 027    2.51    2.99    2.58    1.40    3.84    0.21
2016 028    2.48    3.00    2.53    1.45    3.83    0.21
2016 029    2.48    2.99    2.50    1.35    3.81    0.21
2016 030    2.48    2.99    2.53    1.28    3.83    0.21
2016 031    2.53    2.99    2.55    1.47    3.90    0.49
2016 032    2.55    3.02    2.61    1.70    3.95    1.24
2016 033    2.52    2.96    2.60    1.75    3.94    1.31
2016 034    2.47    2.91    2.58    1.91    3.97    1.87
2016 035    2.41    2.81    2.55    1.91    3.92    1.71
2016 036    2.31    2.79    2.51    1.79    3.81    1.59
2016 037    2.30    2.81    2.50    1.75    3.75    1.50
2016 038    2.29    2.84    2.46    1.74    3.73    1.63
2016 039    2.19    2.80    2.46    1.74    3.71    1.66
2016 040    2.06    2.71    2.39    1.72    3.63    1.65
2016 041    1.95    2.66    2.26    1.65    3.53    1.61
2016 042    1.82    2.55    2.08    1.53    3.38    1.12
2016 043    1.69    2.48    1.93    1.46    3.24    1.15
2016 044    1.59    2.33    1.59    0.85    2.90    0.21
2016 045    1.47    2.23    1.31    0.44    2.52    0.21
2016 046    1.42    2.35    1.45    0.30    2.32    0.21
2016 047    1.40    2.35    1.50    0.42    2.65    0.21
2016 048    1.49    2.36    1.52    0.44    2.67    0.21
2016 049    1.46    2.40    1.48    0.38    2.60    0.21
2016 050    1.42    2.66    1.46    0.54    2.60    0.42
2016 051    1.44    2.65    1.46    0.66    2.91    0.21
2016 052    1.52    2.68    1.48    0.65    2.89    0.21
2016 053    1.50    2.62    1.53    0.84    2.81    0.25
2016 054    1.49    2.58    1.52    0.88    2.78    0.26
2016 055    1.50    2.49    1.44    0.73    2.71    0.26
2016 056    1.51    2.48    1.46    0.63    2.72    0.21
2016 057    1.57    2.40    1.51    0.97    2.66    0.21
2016 058    1.66    2.45    1.55    1.00    2.63    0.87
2016 059    1.65    2.52    1.53    1.21    2.59    1.21
2016 060    1.56    2.46    1.51    1.35    2.61    1.64
2016 061    1.50    2.39    1.52    1.33    2.61    1.58
2016 062    1.47    2.21    1.37    1.24    2.53    0.86
2016 063    1.50    2.23    1.29    1.17    2.46    0.21
2016 064    1.56    2.31    1.28    1.17    2.49    0.26
2016 065    1.64    2.47    1.29    1.26    2.48    0.26
2016 066    1.81    2.80    1.38    1.37    2.49    0.21
2016 067    1.93    3.03    1.64    1.84    2.68    1.72
2016 068    2.02    3.09    1.66    2.21    2.82    2.66
2016 069    2.11    3.04    1.72    2.43    2.94    2.91
2016 070    2.21    2.92    1.88    2.49    3.07    3.61
2016 071    2.28    2.92    1.88    2.47    3.14    3.75
2016 072    2.39    3.00    1.98    2.50    3.16    3.81
2016 073    2.39    2.99    1.98    2.63    3.15    3.97
2016 074    2.32    2.97    1.97    2.74    3.13    4.11
2016 075    2.22    2.95    1.94    2.81    3.13    4.23
2016 076    2.11    2.93    1.92    2.83    2.98    4.28
2016 077    2.03    2.97    1.97    2.85    3.16    4.32
2016 078    1.96    2.94    1.96    2.87    3.12    4.35
2016 079    1.83    2.97    1.94    2.85    2.91    4.31
2016 080    1.91    2.99    1.91    2.84    3.07    4.26
2016 081    1.88    3.01    1.97    2.87    3.08    4.23
2016 082    2.06    3.09    2.07    3.06    3.19    4.47
2016 083    2.08    3.15    2.11    3.34    3.27    4.60
2016 084    2.03    3.19    2.17    3.52    3.35    4.61
2016 085    2.00    3.21    2.17    3.58    3.37    4.56
2016 086    2.05    3.23    2.18    3.64    3.42    4.58
2016 087    2.10    3.28    2.31    3.83    3.56    4.83
2016 088    2.11    3.32    2.42    3.97    3.66    5.13
2016 089    2.07    3.36    2.47    4.03    3.69    5.34
2016 090    2.06    3.38    2.44    4.06    3.67    5.41
2016 091    2.07    3.40    2.43    4.10    3.66    5.39
2016 092    2.08    3.42    2.41    4.18    3.65    5.43
2016 093    2.03    3.42    2.39    4.22    3.63    5.41
2016 094    1.99    3.41    2.35    4.18    3.62    5.25
2016 095    1.96    3.31    2.30    4.04    3.58    4.90
2016 096    1.99    3.27    2.27    3.99    3.57    4.70
2016 097    2.03    3.36    2.30    4.02    3.61    4.72
2016 098    2.04    3.40    2.36    4.10    3.68    4.69
2016 099    2.03    3.43    2.37    4.17    3.73    4.58
2016 100    2.03    3.47    2.38    4.19    3.79    4.36
2016 101    2.12    3.55    2.41    4.24    3.88    4.28
2016 102    2.21    3.58    2.43    4.29    3.91    4.21
2016 103    2.25    3.61    2.43    4.28    3.90    4.25
2016 104    2.33    3.75    2.55    4.45    3.98    4.71
2016 105    2.41    3.93    2.73    4.72    4.14    5.17
2016 106    2.63    4.21    2.92    5.06    4.29    5.56
2016 107    2.74    4.51    3.17    5.43    4.48    6.05
2016 108    2.70    4.64    3.31    5.76    4.72    6.78
2016 109    2.68    4.62    3.33    6.01    4.90    7.47
2016 110    2.70    4.55    3.30    6.05    5.02    7.82
2016 111    2.76    4.52    3.38    6.10    5.11    8.11
2016 112    2.81    4.54    3.50    6.23    5.12    8.23
2016 113    2.79    4.55    3.56    6.45    5.15    8.42
2016 114    2.80    4.56    3.61    6.55    5.21    8.55
2016 115    2.86    4.59    3.63    6.61    5.20    8.70
2016 116    2.93    4.67    3.67    6.71    5.17    8.79
2016 117    2.96    4.70    3.70    6.85    5.15    8.84
2016 118    2.93    4.72    3.70    6.98    5.16    8.88
2016 119    2.89    4.77    3.76    7.07    5.17    8.82
2016 120    2.90    4.83    3.87    7.11    5.23    8.63
2016 121    2.96    4.86    3.95    7.16    5.32    8.57
2016 122    2.99    4.93    4.07    7.52    5.51    8.89
2016 123    3.05    5.01    4.20    7.94    5.72    9.18
2016 124    3.09    5.13    4.34    8.20    5.89    9.40
2016 125    3.11    5.20    4.55    8.36    6.20    9.76
2016 126    3.17    5.26    4.74    8.50    6.55    9.99
2016 127    3.33    5.41    4.92    8.71    6.80   10.18
2016 128    3.45    5.54    4.97    8.81    6.76   10.32
2016 129    3.48    5.62    4.97    8.78    6.58   10.41
2016 130    3.53    5.72    5.06    8.86    6.66   10.53
2016 131    3.59    5.81    5.15    9.09    6.93   10.74
2016 132    3.61    5.93    5.28    9.34    7.33   10.95
2016 133    3.64    6.13    5.43    9.61    7.52   11.16
2016 134    3.63    6.25    5.54    9.81    7.60   11.29
2016 135    3.61    6.27    5.58    9.93    7.52   11.23
2016 136    3.63    6.24    5.55    9.85    7.26   11.11
2016 137    3.69    6.35    5.59    9.86    7.09   11.15
2016 138    3.80    6.57    5.75   10.25    7.22   11.65
2016 139    3.98    6.90    5.95   10.58    7.50   12.11
2016 140    4.16    7.31    6.33   10.96    7.93   12.39
2016 141    4.34    7.73    6.73   11.41    8.45   12.77
2016 142    4.46    8.46    7.07   11.94    9.13   12.99
2016 143    4.59    8.95    7.51   12.56    9.96   13.29
2016 144    4.60    9.23    7.96   13.04   10.51   13.77
2016 145    4.60    9.39    8.39   13.53   10.92   14.39
2016 146    4.68    9.70    8.81   13.99   11.44   15.04
2016 147    4.77   10.12    9.45   14.62   12.47   15.80
2016 148    4.98   10.79   10.10   15.63   14.07   16.64
2016 149    5.21   11.52   10.83   16.54   15.14   17.39
2016 150    5.38   12.02   11.26   17.04   15.27   17.99
2016 151    5.32   12.54   11.36   17.24   14.98   18.45
2016 152    5.19   12.69   11.38   17.34   14.96   18.59
2016 153    5.21   12.74   11.49   17.27   15.19   18.48
2016 154    5.21   12.91   11.78   17.43   15.73   18.55
2016 155    5.20   13.32   12.12   17.70   16.26   18.64
2016 156    5.22   13.40   12.34   17.58   16.29   18.43
2016 157    5.16   13.25   12.02   17.34   15.69   18.26
2016 158    5.07   13.14   11.68   17.25   15.13   18.26
2016 159    5.01   12.98   11.41   17.11   14.59   18.14
2016 160    5.07   12.89   11.04   16.78   13.66   17.92
2016 161    5.34   13.17   10.94   16.60   12.79   17.83
2016 162    5.68   13.62   11.13   16.79   12.72   17.87
2016 163    6.01   14.14   11.53   17.16   13.19   18.29
2016 164    6.03   14.22   11.51   17.31   13.31   18.62
2016 165    6.15   14.30   11.63   17.41   13.31   18.52
2016 166    6.52   14.64   12.10   17.75   13.51   18.32
2016 167    6.98   15.03   12.57   18.08   13.98   18.70
2016 168    7.43   15.18   13.22   18.46   15.10   19.00
2016 169    7.84   15.31   13.79   18.79   16.18   19.19
2016 170    8.30   15.79   14.32   19.30   16.75   19.89
2016 171    8.22   16.28   14.70   20.04   17.19   20.72
2016 172    7.56   16.38   14.51   20.27   17.02   20.93
2016 173    7.28   16.33   14.31   20.31   16.51   20.94
2016 174    7.55   16.57   14.42   20.34   16.52   20.98
2016 175    8.31   16.97   14.81   20.40   16.99   21.07
2016 176    8.93   17.36   15.24   20.55   17.69   21.26
2016 177    9.00   17.65   15.71   20.86   18.31   21.54
2016 178    8.89   17.72   15.84   21.07   18.66   21.68
2016 179    8.75   17.74   15.81   21.21   18.86   21.78
2016 180    8.69   17.64   15.74   21.19   18.92   21.74
2016 181    9.01   17.71   15.78   21.04   18.83   21.75
2016 182    9.16   17.77   15.95   21.10   18.78   21.88
2016 183    9.20   17.75   15.95   21.02   18.51   21.79
2016 184    9.64   17.88   15.94   20.93   18.14   21.64
2016 185   10.26   18.18   16.26   21.10   18.28   21.65
2016 186   10.78   18.55   16.75   21.35   18.79   21.86
2016 187   11.37   18.95   17.15   21.81   19.46   22.54
2016 188   11.62   19.18   17.35   22.13   20.01   22.90
2016 189   11.69   19.33   17.66   22.54   20.29   23.05
2016 190   11.73   19.41   18.01   22.95   20.58   23.28
2016 191   11.84   19.35   18.12   22.99   20.67   23.33
2016 192   12.01   19.38   18.24   23.01   20.65   23.40
2016 193   12.31   19.67   18.61   23.35   21.11   23.65
2016 194   12.68   19.98   19.04   23.82   21.67   23.85
2016 195   12.79   20.14   19.26   23.92   21.99   24.08
2016 196   12.68   20.18   19.32   23.70   21.88   24.08
2016 197   12.57   20.10   19.23   23.46   21.56   23.96
2016 198   12.64   20.12   19.24   23.40   21.39   23.87
2016 199   12.88   20.23   19.20   23.46   21.41   23.84
2016 200   13.09   20.33   19.12   23.59   21.48   23.81
2016 201   13.60   20.54   19.17   23.67   21.45   23.70
2016 202   14.39   20.82   19.39   23.79   21.52   23.79
2016 203   14.90   21.15   19.67   23.94   21.65   24.07
2016 204   15.31   21.55   19.98   24.30   21.89   24.68
2016 205   15.70   21.85   20.29   24.62   22.10   25.14
2016 206   15.97   21.99   20.57   24.76   22.28   25.28
2016 207   16.06   22.11   20.83   24.88   22.45   25.43
2016 208   16.35   22.33   20.97   24.95   22.55   25.46
2016 209   16.62   22.46   21.17   25.01   22.86   25.41
2016 210   16.71   22.52   21.32   25.11   23.07   25.33
2016 211   17.04   22.49   21.38   25.25   23.19   25.25
2016 212   17.59   22.43   21.47   25.36   23.30   25.13
2016 213   18.20   22.50   21.71   25.44   23.36   25.01
2016 214   18.62   22.77   21.93   25.57   23.41   25.20
2016 215   18.85   23.15   22.19   25.75   23.57   25.52
2016 216   19.06   23.42   22.44   25.91   23.87   25.73
2016 217   18.97   23.58   22.53   26.09   24.21   25.89
2016 218   18.68   23.48   22.39   26.12   24.29   25.92
2016 219   18.58   23.38   22.14   25.96   24.06   25.82
2016 220   18.68   23.38   22.02   25.86   23.89   25.71
2016 221   18.88   23.46   22.07   25.80   23.93   25.56
2016 222   19.02   23.61   22.25   25.81   24.12   25.59
2016 223   19.05   23.81   22.47   26.10   24.46   25.90
2016 224   19.08   23.92   22.62   26.28   24.72   26.10
2016 225   19.07   23.87   22.60   26.35   24.76   26.12
2016 226   19.10   23.81   22.44   26.29   24.53   25.84
2016 227   19.14   23.83   22.33   26.07   24.19   25.49
2016 228   19.37   23.94   22.34   25.84   23.83   25.33
2016 229   19.87   24.16   22.42   25.63   23.42   25.19
2016 230   20.18   24.23   22.46   25.51   23.18   25.14
2016 231   20.28   24.20   22.58   25.50   23.19   25.18
2016 232   20.06   24.02   22.58   25.61   23.29   25.20
2016 233   19.39   23.57   22.42   25.70   23.46   25.17
2016 234   18.54   23.01   22.06   25.52   23.16   24.88
2016 235   18.26   22.77   21.72   25.33   22.70   24.58
2016 236   18.32   22.58   21.53   25.11   22.57   24.28
2016 237   18.35   22.45   21.46   25.07   22.69   24.17
2016 238   18.25   22.34   21.43   25.23   22.90   24.28
2016 239   18.18   22.28   21.43   25.45   23.09   24.49
2016 240   18.22   22.30   21.42   25.52   23.23   24.47
2016 241   18.24   22.34   21.39   25.50   23.30   24.31
2016 242   18.33   22.41   21.40   25.49   23.32   24.34
2016 243   18.39   22.37   21.45   25.40   23.38   24.22
2016 244   18.32   22.19   21.38   25.09   23.26   23.74
2016 245   18.21   21.99   21.18   24.68   23.04   23.24
2016 246   18.19   21.87   21.01   24.36   22.83   22.79
2016 247   18.20   21.79   20.97   24.20   22.76   22.56
2016 248   18.26   21.82   20.98   24.19   22.84   22.61
2016 249   18.29   21.97   21.04   24.31   23.03   22.98
2016 250   18.28   22.16   21.19   24.59   23.39   23.48
2016 251   18.27   22.17   21.35   24.93   23.66   23.75
2016 252   18.25   22.05   21.38   24.96   23.68   23.67
2016 253   18.21   21.93   21.35   24.85   23.63   23.60
2016 254   18.01   21.70   21.09   24.63   23.39   23.36
2016 255   17.91   21.57   20.75   24.38   22.91   23.20
2016 256   17.93   21.41   20.56   24.26   22.73   23.04
2016 257   17.83   21.24   20.40   24.17   22.60   22.85
2016 258   17.68   21.04   20.19   23.98   22.35   22.55
2016 259   17.61   20.93   20.09   23.72   22.08   22.23
2016 260   17.57   20.84   20.05   23.55   21.89   22.06
2016 261   17.54   20.73   20.05   23.52   21.87   22.02
2016 262   17.56   20.73   20.02   23.52   21.94   22.05
